"","Position","Density"
"1",8364,0.0279155188246097
"2",8365,0.0339761248852158
"3",8366,0.0343434343434343
"4",8368,0.0345270890725436
"5",8369,0.0348943985307622
"6",8370,0.0358126721763085
"7",8371,0.0380165289256198
"8",8372,0.0431588613406795
"9",8373,0.0451790633608815
"10",8374,0.0492194674012856
"11",8375,0.0497704315886134
"12",8376,0.0499540863177227
"13",8377,0.0506887052341598
"14",8378,0.0512396694214876
"15",8379,0.0519742883379247
"16",8380,0.0528925619834711
"17",8381,0.0545454545454545
"18",8382,0.0547291092745638
"19",8383,0.0549127640036731
"20",8384,0.0550964187327824
"21",8388,0.056198347107438
"22",8391,0.0549127640036731
"23",8393,0.0460973370064279
"24",8394,0.024058769513315
"25",8395,0.0216712580348944
"26",8396,0.020752984389348
"27",8397,0.0205693296602387
"28",8398,0.020752984389348
"29",8399,0.0203856749311295
"30",8401,0.0202020202020202
"31",8402,0.0203856749311295
"32",8403,0.020752984389348
"33",8404,0.0205693296602387
"34",8405,0.0203856749311295
"35",8406,0.0198347107438017
"36",8407,0.0185491276400367
"37",8408,0.0159779614325069
"38",8409,0.0123048668503214
"39",8410,0.00844811753902663
"40",8411,0.00734618916437098
"41",8412,0.00716253443526171
"42",8413,0.00697887970615243
"43",8414,0.00716253443526171
"44",8415,0.00734618916437098
"45",8416,0.00550964187327824
"46",8417,0.00532598714416896
"47",8418,0.00477502295684114
"48",8419,0.00459136822773186
"49",8420,0.00477502295684114
"50",8423,0.00495867768595041
"51",8424,0.00550964187327824
"52",8425,0.00624426078971534
"53",8426,0.00642791551882461
"54",8427,0.00752984389348026
"55",8428,0.00826446280991736
"56",8430,0.0086317722681359
"57",8434,0.00844811753902663
"58",8435,0.0086317722681359
"59",8436,0.00881542699724518
"60",8437,0.00899908172635445
"61",8438,0.0086317722681359
"62",8441,0.00844811753902663
"63",8442,0.00789715335169881
"64",8443,0.00826446280991736
"65",8444,0.00899908172635445
"66",8445,0.0161616161616162
"67",8446,0.016712580348944
"68",8447,0.0183654729109275
"69",8448,0.0200183654729109
"70",8449,0.0203856749311295
"71",8451,0.0205693296602387
"72",8452,0.0209366391184573
"73",8453,0.0218549127640037
"74",8454,0.0238751147842057
"75",8455,0.0242424242424242
"76",8456,0.024058769513315
"77",8457,0.0238751147842057
"78",8458,0.0235078053259871
"79",8459,0.0242424242424242
"80",8460,0.0319559228650138
"81",8461,0.0303030303030303
"82",8462,0.030119375573921
"83",8464,0.0303030303030303
"84",8465,0.0297520661157025
"85",8466,0.0299357208448118
"86",8468,0.0297520661157025
"87",8469,0.0295684113865932
"88",8471,0.0297520661157025
"89",8472,0.0299357208448118
"90",8473,0.0297520661157025
"91",8474,0.0292011019283747
"92",8475,0.0290174471992654
"93",8476,0.0282828282828283
"94",8477,0.0242424242424242
"95",8478,0.0211202938475666
"96",8479,0.0203856749311295
"97",8480,0.0185491276400367
"98",8481,0.0170798898071625
"99",8485,0.0159779614325069
"100",8486,0.0150596877869605
"101",8487,0.0137741046831956
"102",8488,0.0132231404958678
"103",8489,0.0128558310376492
"104",8490,0.0126721763085399
"105",8491,0.0128558310376492
"106",8492,0.0126721763085399
"107",8493,0.0106519742883379
"108",8494,0.00881542699724518
"109",8495,0.00587695133149679
"110",8496,0.00348943985307622
"111",8497,0.00330578512396694
"112",8498,0.00385674931129477
"113",8499,0.00495867768595041
"114",8500,0.00642791551882461
"115",8501,0.00679522497704316
"116",8502,0.0086317722681359
"117",8503,0.00973370064279155
"118",8504,0.0106519742883379
"119",8505,0.0119375573921028
"120",8506,0.0124885215794307
"121",8507,0.0126721763085399
"122",8508,0.0150596877869605
"123",8509,0.0159779614325069
"124",8510,0.016712580348944
"125",8511,0.0181818181818182
"126",8512,0.0198347107438017
"127",8513,0.0246097337006428
"128",8514,0.0920110192837466
"129",8515,0.348576675849403
"130",8516,0.543434343434343
"131",8517,0.652157943067034
"132",8518,0.664095500459137
"133",8519,0.671992653810836
"134",8520,0.675482093663912
"135",8521,0.676767676767677
"136",8522,0.679155188246097
"137",8523,0.685399449035813
"138",8524,0.692378328741965
"139",8525,0.693296602387511
"140",8526,0.696418732782369
"141",8527,0.696786042240588
"142",8528,0.697887970615243
"143",8529,0.789531680440771
"144",8530,0.843342516069789
"145",8531,0.881175390266299
"146",8532,0.886501377410468
"147",8533,0.89605142332415
"148",8534,0.943801652892562
"149",8535,0.985491276400367
"150",8536,0.993388429752066
"151",8537,0.997061524334252
"152",8538,1
"153",8539,0.999449035812672
"154",8541,0.99742883379247
"155",8542,0.991184573002755
"156",8543,0.985491276400367
"157",8544,0.937924701561065
"158",8545,0.697704315886134
"159",8546,0.605325987144169
"160",8547,0.345638200183655
"161",8548,0.334618916437098
"162",8549,0.326905417814509
"163",8550,0.330578512396694
"164",8551,0.331129476584022
"165",8552,0.332415059687787
"166",8553,0.333333333333333
"167",8554,0.33425160697888
"168",8555,0.334618916437098
"169",8556,0.33425160697888
"170",8557,0.332782369146006
"171",8558,0.33406795224977
"172",8559,0.333884297520661
"173",8560,0.336271808999082
"174",8561,0.36951331496786
"175",8562,0.338842975206612
"176",8563,0.277134986225895
"177",8564,0.218549127640037
"178",8565,0.201101928374656
"179",8566,0.196694214876033
"180",8567,0.18989898989899
"181",8568,0.169146005509642
"182",8569,0.143434343434343
"183",8570,0.114233241505969
"184",8571,0.120844811753903
"185",8572,0.121212121212121
"186",8573,0.143250688705234
"187",8574,0.154820936639118
"188",8575,0.158677685950413
"189",8576,0.155555555555556
"190",8577,0.156106519742883
"191",8578,0.156657483930211
"192",8579,0.157392102846648
"193",8580,0.157759412304867
"194",8582,0.157208448117539
"195",8583,0.155739210284665
"196",8584,0.153168044077135
"197",8585,0.14674012855831
"198",8586,0.145638200183655
"199",8587,0.145821854912764
"200",8588,0.145638200183655
"201",8590,0.145087235996327
"202",8591,0.144536271808999
"203",8592,0.142332415059688
"204",8593,0.141046831955923
"205",8594,0.125252525252525
"206",8595,0.0835629017447199
"207",8596,0.0754820936639118
"208",8597,0.0743801652892562
"209",8598,0.0732782369146005
"210",8599,0.0725436179981635
"211",8601,0.0721763085399449
"212",8602,0.0719926538108356
"213",8604,0.0712580348943985
"214",8605,0.0703397612488522
"215",8606,0.0685032139577594
"216",8607,0.0567493112947658
"217",8608,0.0422405876951331
"218",8609,0.026078971533517
"219",8610,0.00495867768595041
"220",8611,0.00367309458218549
"221",8613,0.00477502295684114
"222",8614,0.00606060606060606
"223",8615,0.00716253443526171
"224",8616,0.00789715335169881
"225",8617,0.00771349862258953
"226",8618,0.00808080808080808
"227",8619,0.00918273645546373
"228",8620,0.00973370064279155
"229",8621,0.0106519742883379
"230",8623,0.0108356290174472
"231",8624,0.011386593204775
"232",8625,0.0115702479338843
"233",8626,0.0124885215794307
"234",8627,0.0159779614325069
"235",8628,0.0179981634527089
"236",8629,0.0198347107438017
"237",8630,0.0213039485766758
"238",8631,0.0220385674931129
"239",8632,0.0231404958677686
"240",8633,0.0242424242424242
"241",8634,0.0249770431588613
"242",8635,0.0251606978879706
"243",8636,0.0264462809917355
"244",8637,0.0266299357208448
"245",8639,0.0273645546372819
"246",8640,0.0275482093663912
"247",8641,0.0277318640955005
"248",8642,0.0284664830119376
"249",8643,0.0282828282828283
"250",8644,0.0293847566574839
"251",8645,0.0370982552800735
"252",8646,0.0405876951331497
"253",8647,0.0413223140495868
"254",8648,0.0431588613406795
"255",8649,0.0471992653810836
"256",8650,0.0457300275482094
"257",8652,0.0727272727272727
"258",8653,0.0934802571166208
"259",8654,0.136088154269972
"260",8655,0.148025711662075
"261",8656,0.155922865013774
"262",8657,0.162901744719927
"263",8658,0.165105601469238
"264",8659,0.167676767676768
"265",8660,0.168044077134986
"266",8661,0.167309458218549
"267",8662,0.165105601469238
"268",8663,0.163820018365473
"269",8664,0.163085399449036
"270",8665,0.164003673094582
"271",8666,0.166207529843893
"272",8667,0.168411386593205
"273",8668,0.167860422405877
"274",8669,0.167493112947658
"275",8670,0.168044077134986
"276",8671,0.168595041322314
"277",8672,0.171166207529844
"278",8673,0.173921028466483
"279",8674,0.177043158861341
"280",8675,0.194123048668503
"281",8676,0.195224977043159
"282",8677,0.195592286501377
"283",8678,0.196143250688705
"284",8679,0.198898071625344
"285",8680,0.200550964187328
"286",8681,0.19485766758494
"287",8682,0.193572084481175
"288",8683,0.193939393939394
"289",8684,0.195408631772268
"290",8685,0.191368227731864
"291",8686,0.165289256198347
"292",8687,0.0734618916437098
"293",8688,0.0738292011019284
"294",8689,0.0984389348025712
"295",8690,0.112213039485767
"296",8691,0.127089072543618
"297",8692,0.129660238751148
"298",8693,0.13921028466483
"299",8694,0.146005509641873
"300",8695,0.148209366391185
"301",8696,0.150229568411387
"302",8697,0.150780532598714
"303",8698,0.15702479338843
"304",8699,0.161065197428834
"305",8700,0.163452708907254
"306",8701,0.165840220385675
"307",8702,0.16951331496786
"308",8703,0.170431588613407
"309",8704,0.170982552800735
"310",8705,0.170615243342516
"311",8706,0.172819100091827
"312",8707,0.178145087235996
"313",8708,0.262075298438935
"314",8709,0.300459136822773
"315",8710,0.302295684113866
"316",8711,0.32653810835629
"317",8712,0.329292929292929
"318",8713,0.339944903581267
"319",8714,0.358126721763085
"320",8715,0.366023875114784
"321",8716,0.370798898071625
"322",8717,0.383287419651056
"323",8718,0.383103764921947
"324",8719,0.405325987144169
"325",8720,0.423140495867769
"326",8721,0.433792470156107
"327",8722,0.428099173553719
"328",8723,0.385858585858586
"329",8724,0.375390266299357
"330",8725,0.370615243342516
"331",8726,0.368044077134986
"332",8727,0.360697887970615
"333",8728,0.357759412304867
"334",8729,0.355188246097337
"335",8730,0.353535353535354
"336",8731,0.352800734618916
"337",8732,0.34692378328742
"338",8733,0.339761248852158
"339",8734,0.340128558310376
"340",8735,0.340312213039486
"341",8736,0.337557392102847
"342",8737,0.336088154269972
"343",8738,0.333884297520661
"344",8739,0.332231404958678
"345",8740,0.323048668503214
"346",8741,0.310009182736455
"347",8742,0.294031221303949
"348",8743,0.235629017447199
"349",8744,0.17208448117539
"350",8745,0.151147842056933
"351",8746,0.141230486685032
"352",8747,0.124517906336088
"353",8748,0.119375573921028
"354",8749,0.107805325987144
"355",8750,0.0872359963269054
"356",8751,0.0853994490358127
"357",8752,0.0872359963269054
"358",8753,0.11643709825528
"359",8754,0.116988062442608
"360",8755,0.114416896235078
"361",8756,0.102662993572084
"362",8757,0.0938475665748393
"363",8758,0.0920110192837466
"364",8759,0.0986225895316804
"365",8760,0.10376492194674
"366",8761,0.106703397612489
"367",8762,0.108539944903581
"368",8763,0.109825528007346
"369",8764,0.110009182736455
"370",8766,0.104683195592287
"371",8767,0.103397612488522
"372",8768,0.103213957759412
"373",8770,0.128191000918274
"374",8771,0.15702479338843
"375",8772,0.160881542699725
"376",8773,0.161616161616162
"377",8774,0.162350780532599
"378",8775,0.163085399449036
"379",8776,0.163636363636364
"380",8777,0.163820018365473
"381",8778,0.163269054178145
"382",8779,0.163452708907254
"383",8780,0.162534435261708
"384",8781,0.162718089990817
"385",8782,0.162534435261708
"386",8783,0.162167125803489
"387",8784,0.161432506887052
"388",8785,0.155739210284665
"389",8786,0.123048668503214
"390",8787,0.109090909090909
"391",8788,0.105234159779614
"392",8789,0.101010101010101
"393",8790,0.098989898989899
"394",8791,0.0971533516988062
"395",8792,0.0927456382001837
"396",8793,0.0811753902662994
"397",8794,0.0793388429752066
"398",8795,0.0795224977043159
"399",8796,0.0789715335169881
"400",8797,0.0775022956841139
"401",8798,0.0771349862258953
"402",8801,0.0756657483930211
"403",8802,0.0751147842056933
"404",8803,0.0741965105601469
"405",8804,0.0714416896235078
"406",8805,0.0644628099173554
"407",8806,0.0453627180899908
"408",8807,0.0185491276400367
"409",8808,0.0157943067033976
"410",8809,0.0154269972451791
"411",8810,0.0152433425160698
"412",8811,0.0145087235996327
"413",8812,0.0139577594123049
"414",8813,0.013406795224977
"415",8814,0.0137741046831956
"416",8815,0.0126721763085399
"417",8817,0.0123048668503214
"418",8818,0.0119375573921028
"419",8819,0.0108356290174472
"420",8820,0.0101010101010101
"421",8821,0.00826446280991736
"422",8822,0.00679522497704316
"423",8823,0.00569329660238751
"424",8824,0.00514233241505969
"425",8825,0.00495867768595041
"426",8826,0.00422405876951332
"427",8827,0.00348943985307622
"428",8828,0.00312213039485767
"429",8829,0.00348943985307622
"430",8830,0.00293847566574839
"431",8831,0.00238751147842057
"432",8832,0.00220385674931129
"433",8833,0.00202020202020202
"434",8835,0.00165289256198347
"435",8841,0.0014692378328742
"436",8847,0.00128558310376492
"437",8848,0.00110192837465565
"438",8849,0.000918273645546373
"439",8850,0.000734618916437098
"440",8854,0.000550964187327824
"441",8856,0.000367309458218549
"442",8857,0.000183654729109275
"443",8859,0
"444",8860,0.00238751147842057
"445",8861,0.0176308539944904
"446",8862,0.0211202938475666
"447",8863,0.0214876033057851
"448",8864,0.0220385674931129
"449",8865,0.0225895316804408
"450",8866,0.0246097337006428
"451",8867,0.0277318640955005
"452",8868,0.0380165289256198
"453",8869,0.0453627180899908
"454",8870,0.0475665748393021
"455",8871,0.0477502295684114
"456",8873,0.048852157943067
"457",8874,0.0494031221303949
"458",8875,0.0499540863177227
"459",8877,0.0508723599632691
"460",8881,0.0510560146923783
"461",8883,0.0512396694214876
"462",8885,0.0514233241505969
"463",8888,0.0512396694214876
"464",8889,0.0508723599632691
"465",8890,0.0499540863177227
"466",8891,0.0514233241505969
"467",8892,0.0530762167125804
"468",8893,0.0539944903581267
"469",8894,0.0532598714416896
"470",8895,0.052157943067034
"471",8896,0.0499540863177227
"472",8897,0.0396694214876033
"473",8898,0.0343434343434343
"474",8899,0.0317722681359045
"475",8900,0.0194674012855831
"476",8901,0.0170798898071625
"477",8902,0.0165289256198347
"478",8903,0.0135904499540863
"479",8904,0.0128558310376492
"480",8905,0.00844811753902663
"481",8906,0.00716253443526171
"482",8908,0.00697887970615243
"483",8909,0.00716253443526171
"484",8910,0.00697887970615243
"485",8911,0.00661157024793388
"486",8912,0.00679522497704316
"487",8917,0.00661157024793388
"488",8918,0.00642791551882461
"489",8921,0.00606060606060606
"490",8923,0.00550964187327824
"491",8924,0.00348943985307622
"492",8925,0.00275482093663912
"493",8926,0.00312213039485767
"494",8927,0.00330578512396694
"495",8928,0.00293847566574839
"496",8931,0.00312213039485767
"497",8932,0.00348943985307622
"498",8935,0.00385674931129477
"499",8936,0.00404040404040404
"500",8937,0.00422405876951332
"501",8938,0.00587695133149679
"502",8939,0.00661157024793388
"503",8940,0.00697887970615243
"504",8941,0.00734618916437098
"505",8942,0.00918273645546373
"506",8943,0.00881542699724518
"507",8944,0.0086317722681359
"508",8947,0.009366391184573
"509",8948,0.00955004591368228
"510",8949,0.0104683195592286
"511",8950,0.0141414141414141
"512",8951,0.0347107438016529
"513",8952,0.0416896235078053
"514",8953,0.0422405876951331
"515",8954,0.0435261707988981
"516",8955,0.0444444444444444
"517",8956,0.0453627180899908
"518",8957,0.0587695133149679
"519",8958,0.0593204775022957
"520",8959,0.0591368227731864
"521",8961,0.0584022038567493
"522",8963,0.0580348943985308
"523",8964,0.0578512396694215
"524",8965,0.0576675849403122
"525",8966,0.0574839302112029
"526",8969,0.0573002754820937
"527",8971,0.0571166207529844
"528",8972,0.0565656565656566
"529",8973,0.0552800734618916
"530",8974,0.0550964187327824
"531",8975,0.0552800734618916
"532",8976,0.0543617998163453
"533",8977,0.0539944903581267
"534",8978,0.0536271808999082
"535",8979,0.0538108356290175
"536",8981,0.0532598714416896
"537",8982,0.0528925619834711
"538",8983,0.054178145087236
"539",8984,0.0584022038567493
"540",8985,0.0560146923783287
"541",8986,0.0514233241505969
"542",8987,0.0356290174471993
"543",8988,0.0299357208448118
"544",8989,0.0290174471992654
"545",8990,0.0286501377410468
"546",8991,0.0271808999081726
"547",8992,0.0216712580348944
"548",8993,0.0152433425160698
"549",8994,0.0145087235996327
"550",8995,0.016712580348944
"551",8996,0.0293847566574839
"552",8997,0.0303030303030303
"553",8998,0.0348943985307622
"554",8999,0.0383838383838384
"555",9000,0.0424242424242424
"556",9001,0.042791551882461
"557",9002,0.0429752066115702
"558",9003,0.0437098255280073
"559",9004,0.0438934802571166
"560",9005,0.0437098255280073
"561",9006,0.0435261707988981
"562",9007,0.0438934802571166
"563",9008,0.0446280991735537
"564",9009,0.044811753902663
"565",9010,0.0471992653810836
"566",9011,0.0519742883379247
"567",9012,0.0538108356290175
"568",9013,0.054178145087236
"569",9014,0.0571166207529844
"570",9015,0.0584022038567493
"571",9016,0.0596877869605142
"572",9017,0.0604224058769513
"573",9018,0.0591368227731864
"574",9019,0.059504132231405
"575",9020,0.0576675849403122
"576",9021,0.0569329660238751
"577",9022,0.0527089072543618
"578",9023,0.0516069788797062
"579",9024,0.0514233241505969
"580",9025,0.0516069788797062
"581",9028,0.0470156106519743
"582",9029,0.0393021120293848
"583",9030,0.0363636363636364
"584",9031,0.0350780532598714
"585",9032,0.0332415059687787
"586",9033,0.0325068870523416
"587",9034,0.0323232323232323
"588",9035,0.0255280073461892
"589",9036,0.0224058769513315
"590",9037,0.0222222222222222
"591",9038,0.0220385674931129
"592",9040,0.0218549127640037
"593",9041,0.0238751147842057
"594",9042,0.0244260789715335
"595",9043,0.0242424242424242
"596",9044,0.0277318640955005
"597",9045,0.026078971533517
"598",9046,0.0242424242424242
"599",9047,0.018732782369146
"600",9048,0.0174471992653811
"601",9049,0.016712580348944
"602",9050,0.0168962350780533
"603",9051,0.0174471992653811
"604",9052,0.0176308539944904
"605",9053,0.0165289256198347
"606",9056,0.0161616161616162
"607",9057,0.016712580348944
"608",9059,0.0172635445362718
"609",9060,0.0198347107438017
"610",9061,0.0203856749311295
"611",9062,0.0205693296602387
"612",9065,0.0203856749311295
"613",9067,0.0205693296602387
"614",9068,0.020752984389348
"615",9069,0.0209366391184573
"616",9071,0.020752984389348
"617",9075,0.0205693296602387
"618",9076,0.0196510560146924
"619",9077,0.0179981634527089
"620",9078,0.0141414141414141
"621",9079,0.0119375573921028
"622",9081,0.0108356290174472
"623",9082,0.009366391184573
"624",9083,0.00752984389348026
"625",9084,0.00697887970615243
"626",9085,0.00716253443526171
"627",9087,0.00734618916437098
"628",9088,0.00697887970615243
"629",9089,0.00716253443526171
"630",9090,0.00697887970615243
"631",9092,0.00734618916437098
"632",9093,0.00991735537190083
"633",9094,0.0336088154269972
"634",9095,0.0762167125803489
"635",9096,0.0813590449954086
"636",9097,0.0809917355371901
"637",9098,0.0831955922865014
"638",9099,0.0833792470156107
"639",9100,0.0835629017447199
"640",9101,0.0837465564738292
"641",9102,0.0835629017447199
"642",9106,0.0833792470156107
"643",9107,0.0839302112029385
"644",9109,0.0844811753902663
"645",9111,0.0850321395775941
"646",9112,0.0861340679522498
"647",9113,0.0914600550964187
"648",9114,0.0960514233241506
"649",9115,0.0993572084481175
"650",9116,0.100091827364555
"651",9117,0.100826446280992
"652",9119,0.101010101010101
"653",9120,0.101561065197429
"654",9121,0.10137741046832
"655",9123,0.100459136822773
"656",9124,0.100642791551882
"657",9125,0.100091827364555
"658",9126,0.0982552800734619
"659",9127,0.0971533516988062
"660",9128,0.0960514233241506
"661",9129,0.0852157943067034
"662",9130,0.0694214876033058
"663",9131,0.0273645546372819
"664",9132,0.0249770431588613
"665",9133,0.0255280073461892
"666",9134,0.0391184573002755
"667",9135,0.0505050505050505
"668",9136,0.0516069788797062
"669",9137,0.0519742883379247
"670",9138,0.052157943067034
"671",9140,0.0517906336088154
"672",9142,0.0512396694214876
"673",9143,0.0514233241505969
"674",9146,0.0510560146923783
"675",9147,0.0475665748393021
"676",9148,0.0416896235078053
"677",9149,0.0365472910927456
"678",9150,0.0361799816345271
"679",9151,0.0359963269054178
"680",9152,0.0358126721763085
"681",9153,0.03544536271809
"682",9154,0.0358126721763085
"683",9155,0.0365472910927456
"684",9156,0.0370982552800735
"685",9157,0.0484848484848485
"686",9158,0.110376492194674
"687",9159,0.123232323232323
"688",9160,0.124701561065197
"689",9161,0.125803489439853
"690",9162,0.125619834710744
"691",9163,0.125252525252525
"692",9164,0.125803489439853
"693",9165,0.125987144168962
"694",9166,0.12415059687787
"695",9167,0.124334251606979
"696",9168,0.118640955004591
"697",9169,0.122681359044995
"698",9170,0.120844811753903
"699",9171,0.123232323232323
"700",9172,0.123048668503214
"701",9174,0.122681359044995
"702",9175,0.123048668503214
"703",9176,0.123415977961433
"704",9177,0.123232323232323
"705",9178,0.123415977961433
"706",9180,0.122865013774105
"707",9181,0.122497704315886
"708",9182,0.122314049586777
"709",9184,0.122497704315886
"710",9186,0.122130394857668
"711",9187,0.121946740128558
"712",9189,0.12157943067034
"713",9190,0.110743801652893
"714",9191,0.107438016528926
"715",9192,0.094949494949495
"716",9193,0.0697887970615243
"717",9194,0.0574839302112029
"718",9195,0.0499540863177227
"719",9196,0.0470156106519743
"720",9197,0.0477502295684114
"721",9198,0.0475665748393021
"722",9199,0.0433425160697888
"723",9200,0.0409550045913682
"724",9201,0.0393021120293848
"725",9202,0.0382001836547291
"726",9203,0.0356290174471993
"727",9204,0.0328741965105601
"728",9205,0.0268135904499541
